"","ACHY","AMID","ARPU9","ARTR2","ARTR2.D","ATCA2","ATCA2.D","Bare.Soil","BOGR2","BOGR2.D","BRTE","CHLE4","CHVI8","CHVI8.D","ECCOC","ELEL5","EPVI","ERCI6","GRFA","GUSA2","GUSA2.D","HECO26","HECO26.D","JUOS","KRLA2","LEMO2","OPPO","OPPO.D","PEPU7","PHAU3","PIED","PIED.D","PLPA2","SALSO","SPCR","SPCR.D","CLLU2","LAOC3","SALSO.D","SPCO","HIJA"
"1",0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0.0333333333333333,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0.211111111111111,0,0,0,0,0,0,0,0,0,0
"2",0.0777777777777778,0,0,0.0111111111111111,0.0222222222222222,0,0,0.366666666666667,0.1,0,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0.188888888888889,0,0.244444444444444,0,0.0222222222222222,0,0,0,0,0.188888888888889,0.0222222222222222,0,0,0.0777777777777778,0.0111111111111111,0,0,0,0,0
"10",0.0111111111111111,0,0,0,0.0222222222222222,0,0,0.3,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0.0777777777777778,0.0111111111111111,0.211111111111111,0,0,0,0,0,0,0.355555555555556,0,0,0,0.0111111111111111,0,0,0,0,0,0
"11",0,0,0,0,0,0.133333333333333,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.922222222222222,0.0333333333333333,0,0,0,0,0
"12",0,0,0,0,0,0,0,0.411111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322222222222222,0,0.0111111111111111,0,0,0,0,0.311111111111111,0,0,0,0,0,0,0,0,0,0
"14",0.0111111111111111,0,0,0,0,0,0,0.177777777777778,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0.0222222222222222,0.0111111111111111,0,0,0.177777777777778,0,0.0111111111111111,0,0,0.0333333333333333,0.0111111111111111,0.288888888888889,0.0111111111111111,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0.2,0,0.0222222222222222,0,0,0.0333333333333333,0.0111111111111111,0.166666666666667,0.0111111111111111,0,0,0,0,0,0,0,0,0
"16",0.0111111111111111,0,0,0,0,0.0222222222222222,0.0111111111111111,0.311111111111111,0.222222222222222,0.0111111111111111,0,0,0,0,0,0,0,0,0,0.0444444444444444,0,0.566666666666667,0,0.0222222222222222,0,0,0.0111111111111111,0,0,0,0.144444444444444,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0.344444444444444,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0.266666666666667,0,0,0,0,0,0,0.277777777777778,0.0333333333333333,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0.255555555555556,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0.0111111111111111,0.0111111111111111,0,0.0777777777777778,0,0,0,0,0.0444444444444444,0.0111111111111111,0.377777777777778,0,0,0,0,0,0,0,0,0,0
"19",0.0111111111111111,0,0,0.244444444444444,0.0333333333333333,0.0222222222222222,0,0.5,0.4,0.0555555555555556,0,0.0111111111111111,0,0,0,0,0.0222222222222222,0,0,0,0,0.233333333333333,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0.588888888888889,0.2,0.0111111111111111,0,0,0.0444444444444444,0.0111111111111111,0,0.0222222222222222,0,0,0,0,0,0.422222222222222,0,0,0.0111111111111111,0,0,0,0,0,0.311111111111111,0,0,0,0,0,0,0,0,0,0
"21",0.0333333333333333,0,0,0,0.0222222222222222,0.0444444444444444,0,0.222222222222222,0.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.622222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0
"23",0,0,0,0,0,0.0666666666666667,0,0.522222222222222,0.411111111111111,0.0333333333333333,0.0333333333333333,0,0,0,0,0,0,0,0,0.0111111111111111,0.0333333333333333,0.122222222222222,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0
"24",0,0,0,0.0666666666666667,0.0333333333333333,0.0111111111111111,0,0.466666666666667,0.177777777777778,0,0,0,0.0111111111111111,0,0,0,0.0111111111111111,0,0,0,0,0.4,0.0222222222222222,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,0,0,0
"32",0,0,0,0,0.0111111111111111,0.0444444444444444,0,0.4,0.744444444444444,0.0777777777777778,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0.0333333333333333,0,0.0777777777777778,0,0,0,0,0,0,0,0.177777777777778,0,0,0,0,0,0
"33",0.0333333333333333,0,0,0.0111111111111111,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188888888888889,0,0.0111111111111111,0,0,0.0444444444444444,0.0111111111111111,0.188888888888889,0.211111111111111,0,0,0,0,0,0,0,0,0
"38",0,0,0,0.0444444444444444,0,0.0555555555555556,0,0.433333333333333,0.588888888888889,0,0,0,0.155555555555556,0,0,0,0,0,0,0,0.0222222222222222,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,0,0,0
"39",0,0,0.0222222222222222,0,0,0,0,0.166666666666667,0.0888888888888889,0.0111111111111111,0,0,0,0,0.0111111111111111,0,0,0,0,0,0.0444444444444444,0,0,0.166666666666667,0,0,0.0222222222222222,0,0,0,0.322222222222222,0.0777777777777778,0,0,0,0,0,0,0,0,0
"40",0.0111111111111111,0,0,0.0222222222222222,0.0333333333333333,0.0777777777777778,0,0.222222222222222,0.366666666666667,0.0333333333333333,0.0111111111111111,0,0,0,0,0,0,0,0,0.0333333333333333,0,0.388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
"42",0,0,0,0.0444444444444444,0.0666666666666667,0.0444444444444444,0.0111111111111111,0.3,0.522222222222222,0,0,0.0111111111111111,0.0333333333333333,0,0,0,0.0111111111111111,0,0,0,0,0.422222222222222,0.0222222222222222,0.0333333333333333,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0.122222222222222,0,0,0,0.344444444444444,0.377777777777778,0.0111111111111111,0,0.0222222222222222,0,0,0,0,0,0.0111111111111111,0.0888888888888889,0,0.0111111111111111,0.311111111111111,0,0,0,0,0.0444444444444444,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0
"44",0,0,0,0.0111111111111111,0.111111111111111,0,0,0.344444444444444,0.177777777777778,0.0222222222222222,0,0,0.288888888888889,0.0111111111111111,0,0,0,0,0,0,0,0.288888888888889,0,0.155555555555556,0,0,0,0,0,0.0111111111111111,0.122222222222222,0.0111111111111111,0,0,0.144444444444444,0,0,0,0,0,0
"47",0.0333333333333333,0,0,0.0111111111111111,0.0666666666666667,0.0222222222222222,0,0.355555555555556,0.533333333333333,0.0444444444444444,0,0,0.0555555555555556,0,0,0,0.0111111111111111,0,0,0,0.0444444444444444,0.155555555555556,0,0,0,0,0,0,0,0,0.211111111111111,0,0,0,0.0444444444444444,0,0,0,0,0,0
"48",0.0333333333333333,0,0,0.133333333333333,0.0222222222222222,0.0222222222222222,0.0333333333333333,0.344444444444444,0.333333333333333,0,0,0,0.0888888888888889,0,0,0,0,0,0,0,0,0.255555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.277777777777778,0,0,0,0,0,0
"50",0.0555555555555556,0,0,0.111111111111111,0.0777777777777778,0.122222222222222,0.0111111111111111,0.355555555555556,0,0,0.0111111111111111,0,0.0111111111111111,0,0,0,0,0,0,0,0,0.0111111111111111,0,0.133333333333333,0,0,0,0,0,0,0.377777777777778,0,0,0,0.211111111111111,0,0,0,0,0,0
"57",0.0222222222222222,0,0,0.0444444444444444,0.155555555555556,0,0.0333333333333333,0.277777777777778,0.111111111111111,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0.666666666666667,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0
"59",0.0111111111111111,0,0,0,0.0666666666666667,0.0111111111111111,0.0222222222222222,0.433333333333333,0.211111111111111,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0.188888888888889,0,0,0,0,0,0,0,0,0,0.322222222222222,0,0,0,0,0,0
"60",0.0111111111111111,0,0,0.0222222222222222,0.144444444444444,0.0444444444444444,0,0.322222222222222,0.0888888888888889,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0.0111111111111111,0.511111111111111,0.0444444444444444,0,0,0,0,0
"61",0.0555555555555556,0,0,0,0,0.0222222222222222,0,0.233333333333333,0.255555555555556,0.0222222222222222,0,0,0.0666666666666667,0,0,0,0,0,0,0.0111111111111111,0,0.0111111111111111,0,0.411111111111111,0,0.0111111111111111,0,0,0,0,0.188888888888889,0.0444444444444444,0,0,0,0,0,0,0,0,0
"67",0.0444444444444444,0,0,0,0,0.177777777777778,0.0222222222222222,0.166666666666667,0.511111111111111,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0.233333333333333,0,0.0555555555555556,0,0,0,0,0,0,0,0.0666666666666667,0,0,0.222222222222222,0,0,0,0,0,0
"68",0,0,0,0.0111111111111111,0.0333333333333333,0.0666666666666667,0.0444444444444444,0.388888888888889,0.344444444444444,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0.0777777777777778,0,0,0,0,0,0,0,0,0,0.366666666666667,0,0,0,0,0,0
"73",0,0,0,0,0.0666666666666667,0.0333333333333333,0.0222222222222222,0.266666666666667,0.611111111111111,0.0111111111111111,0.0444444444444444,0.0111111111111111,0,0,0,0,0,0,0,0,0.0111111111111111,0.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0777777777777778,0,0,0,0,0,0
"77",0.1,0,0,0,0,0.0333333333333333,0,0.144444444444444,0.388888888888889,0,0.0222222222222222,0,0,0,0,0.0111111111111111,0,0,0,0.0111111111111111,0.0222222222222222,0.433333333333333,0.0111111111111111,0.0555555555555556,0,0,0,0,0,0,0.188888888888889,0.0222222222222222,0,0,0.0222222222222222,0,0,0,0,0,0
"80",0.0555555555555556,0,0,0.0333333333333333,0.0666666666666667,0,0,0.4,0.688888888888889,0.1,0,0,0,0,0,0,0.0222222222222222,0,0,0,0.0444444444444444,0.311111111111111,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0
"82",0.0666666666666667,0,0,0,0.0666666666666667,0.0333333333333333,0,0.355555555555556,0.644444444444444,0.0222222222222222,0,0.0111111111111111,0.0555555555555556,0,0,0.0111111111111111,0,0,0,0,0,0.0777777777777778,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.177777777777778,0,0,0,0,0,0
"90",0,0,0,0.0555555555555556,0.0333333333333333,0.0888888888888889,0,0.4,0.877777777777778,0.0222222222222222,0.0111111111111111,0.0111111111111111,0,0,0,0,0,0,0,0,0,0.0777777777777778,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0,0.0888888888888889,0,0,0,0,0,0
"B1_1",0,0,0,0.166666666666667,0.133333333333333,0,0.0111111111111111,0.3,0.155555555555556,0.0111111111111111,0,0,0,0,0.0111111111111111,0,0,0,0,0.0111111111111111,0.0111111111111111,0.0222222222222222,0,0,0.0444444444444444,0,0,0,0,0,0,0,0,0,1.95555555555556,0.0555555555555556,0,0,0,0,0
"B1_10",0,0,0,0.0333333333333333,0.0777777777777778,0,0,0.377777777777778,1.6,0.0888888888888889,0,0,0,0,0,0,0,0,0,0.1,0,0.277777777777778,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0222222222222222,0.0111111111111111,0,0,0,0,0
"B1_2",0,0,0,0,0,0.2,0,0.388888888888889,0.277777777777778,0,0.0222222222222222,0,0,0,0,0,0,0.0222222222222222,0,0.0444444444444444,0,0.222222222222222,0,0,0.0222222222222222,0,0.0444444444444444,0,0.0111111111111111,0,0,0,0,0.0111111111111111,1.23333333333333,0,0,0,0,0,0
"B1_3",0.0222222222222222,0,0.1,0,0,0.0666666666666667,0,0.688888888888889,0.244444444444444,0.0555555555555556,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0.0222222222222222,0,0.244444444444444,0,0,0,0,0,0,0.0111111111111111,1.21111111111111,0,0,0,0.0111111111111111,0,0
"B1_4",0,0,0,0,0.0222222222222222,0.0555555555555556,0,0.433333333333333,0.255555555555556,0.0555555555555556,0.1,0.0111111111111111,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0.0333333333333333,0,0.0333333333333333,0,0,0,0,0,0,0,1.26666666666667,0.0111111111111111,0,0.111111111111111,0,0,0
"B1_5",0,0,0,0,0.0222222222222222,0.155555555555556,0,0.622222222222222,0.777777777777778,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0111111111111111,0.188888888888889,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0.555555555555556,0.0222222222222222,0,0,0,0,0
"B1_6",0,0,0,0,0.0333333333333333,0.144444444444444,0,0.333333333333333,0.922222222222222,0.0555555555555556,0.0555555555555556,0.0111111111111111,0.0222222222222222,0,0,0.0111111111111111,0,0,0,0.0222222222222222,0,0.133333333333333,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0.911111111111111,0.0111111111111111,0,0,0,0,0
"B1_7",0.0555555555555556,0,0,0.288888888888889,0.133333333333333,0.0333333333333333,0,0.344444444444444,0.744444444444444,0.0444444444444444,0.0111111111111111,0.0222222222222222,0.0333333333333333,0,0,0,0,0,0.0222222222222222,0,0,0.1,0,0,0,0,0.0333333333333333,0,0,0,0,0,0.0111111111111111,0,0.777777777777778,0,0,0.0666666666666667,0,0,0
"B1_8",0,0.0111111111111111,0,0,0,0.0222222222222222,0,0.488888888888889,0.0111111111111111,0,0.0222222222222222,0,0,0,0,0.0111111111111111,0,0.0111111111111111,0,0,0,0,0,0,0.0111111111111111,0,0.0333333333333333,0,0,0,0,0,0.122222222222222,0,1.44444444444444,0,0.0111111111111111,0.177777777777778,0,0,0
"B1_9",0,0,0,0,0.0777777777777778,0,0,0.433333333333333,0.533333333333333,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0.355555555555556,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,1.18888888888889,0.0222222222222222,0,0,0,0,0
"B2_1",0,0.0444444444444444,0.0111111111111111,0,0,0,0,0.744444444444444,0.755555555555556,0.0444444444444444,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0.0777777777777778,0,0,0.111111111111111,0,0.166666666666667,0,0,0,0,0,0.0111111111111111,0,0.677777777777778,0,0.0111111111111111,0.0888888888888889,0,0,0
"B2_10",0,0,0,0.1,0.111111111111111,0,0,0.777777777777778,0.688888888888889,0.0444444444444444,0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0.555555555555556,0.0222222222222222,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0
"B2_2",0,0,0,0,0.1,0.0777777777777778,0,0.488888888888889,1.45555555555556,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0.366666666666667,0,0,0,0,0,0
"B2_4",0,0,0,0.0333333333333333,0.0333333333333333,0,0,0.333333333333333,1.21111111111111,0.0555555555555556,0.0111111111111111,0,0,0,0,0,0,0,0.0111111111111111,0,0,0.111111111111111,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0.0111111111111111,0.433333333333333,0.0333333333333333,0,0,0,0,0
"B2_5",0.0444444444444444,0,0,0,0.0666666666666667,0,0,0.388888888888889,1.17777777777778,0.0444444444444444,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0.211111111111111,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0.633333333333333,0.0222222222222222,0,0,0,0,0
"B2_6",0.0111111111111111,0,0,0,0.0111111111111111,0.0111111111111111,0,0.522222222222222,1.06666666666667,0.0333333333333333,0,0,0.1,0,0,0,0,0,0.0222222222222222,0,0,0.322222222222222,0,0,0.0111111111111111,0,0.0444444444444444,0,0,0,0,0,0.0111111111111111,0,0.233333333333333,0.0111111111111111,0,0,0,0,0
"B2_7",0.0111111111111111,0,0,0,0.2,0,0.0222222222222222,0.522222222222222,1.13333333333333,0.0333333333333333,0,0,0.0111111111111111,0,0.0111111111111111,0,0,0,0,0.0111111111111111,0.0111111111111111,0.188888888888889,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0.366666666666667,0,0,0.0222222222222222,0,0,0
"B2_8",0,0,0,0,0,0,0,0.922222222222222,0.588888888888889,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,0,0.266666666666667,0.0111111111111111,0,0,0,0,0,0,0.844444444444444,0.0555555555555556,0,0,0,0,0
"B2_9",0,0,0,0.0555555555555556,0.0666666666666667,0.0111111111111111,0,0.766666666666667,1.17777777777778,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0,0,0.0444444444444444,0,0,0,0,0,0,0,0,0,0.333333333333333,0.0111111111111111,0,0,0,0,0
"B3_1",0.0444444444444444,0,0,0.0222222222222222,0.0666666666666667,0,0,0.6,0.777777777777778,0.0666666666666667,0,0,0,0,0,0,0.0111111111111111,0,0,0.277777777777778,0.0222222222222222,0.588888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0.0444444444444444,0.0111111111111111,0,0,0,0,0
"B3_10",0,0,0,0.177777777777778,0.0777777777777778,0.0333333333333333,0,0.455555555555556,0.744444444444444,0.0222222222222222,0,0,0,0,0,0.0111111111111111,0,0,0,0.0111111111111111,0.0111111111111111,0.2,0.0111111111111111,0.0555555555555556,0.0222222222222222,0,0,0,0,0,0.0555555555555556,0,0,0,0.466666666666667,0,0,0,0.0111111111111111,0,0
"B3_2",0,0,0,0,0.0222222222222222,0,0,0.655555555555556,0.688888888888889,0.0777777777777778,0,0,0,0,0,0.0111111111111111,0,0,0,0.0555555555555556,0,0.388888888888889,0.0111111111111111,0,0.0444444444444444,0,0.0111111111111111,0,0,0,0,0,0,0,0.488888888888889,0,0,0,0,0,0
"B3_3",0,0,0,0,0,0.0111111111111111,0,0.955555555555556,0.755555555555556,0.0444444444444444,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0.1,0.355555555555556,0.0444444444444444,0,0.0222222222222222,0.0222222222222222,0,0
"B3_4",0,0.00555555555555556,0,0,0,0.0222222222222222,0,0.194444444444444,0.566666666666667,0.0166666666666667,0.00555555555555556,0,0,0,0,0,0,0.0333333333333333,0,0,0,0.0444444444444444,0,0,0,0,0.144444444444444,0,0,0,0,0,0.00555555555555556,0.00555555555555556,0.444444444444444,0.00555555555555556,0,0.0111111111111111,0,0,0
"B3_5",0,0,0,0,0,0,0,0.383333333333333,0.205555555555556,0,0,0,0,0,0,0,0,0.0111111111111111,0,0.00555555555555556,0,0.0111111111111111,0,0.00555555555555556,0.00555555555555556,0,0,0,0,0,0,0,0,0.0722222222222222,0.511111111111111,0.0166666666666667,0.00555555555555556,0,0.00555555555555556,0,0
"B3_6",0.0111111111111111,0,0,0.00555555555555556,0.127777777777778,0.0222222222222222,0,0.227777777777778,0.488888888888889,0.0444444444444444,0,0,0.00555555555555556,0,0,0,0,0,0,0,0.00555555555555556,0.277777777777778,0.0166666666666667,0,0,0,0.00555555555555556,0,0,0,0,0,0,0,0.177777777777778,0,0,0,0,0,0
"B3_7",0.0222222222222222,0,0,0.0111111111111111,0.0777777777777778,0.0277777777777778,0,0.261111111111111,0.422222222222222,0.0222222222222222,0,0,0,0,0,0,0.0111111111111111,0,0,0.116666666666667,0.0388888888888889,0.327777777777778,0.00555555555555556,0,0,0,0,0,0,0,0.0166666666666667,0,0,0,0.0277777777777778,0,0,0,0,0,0
"B3_8",0,0,0,0,0.0111111111111111,0,0,0.305555555555556,0.627777777777778,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0.00555555555555556,0,0,0,0,0,0,0.00555555555555556,0,0,0,0,0,0,0.0611111111111111,0.00555555555555556,0,0.00555555555555556,0,0,0
"B3_9",0,0.00555555555555556,0,0,0,0,0,0.283333333333333,0.772222222222222,0.0166666666666667,0.00555555555555556,0,0,0,0,0,0,0,0.00555555555555556,0,0,0.0444444444444444,0.00555555555555556,0,0,0,0.0777777777777778,0,0,0,0,0,0.0222222222222222,0,0.155555555555556,0.00555555555555556,0,0.0111111111111111,0,0,0
"B4_1",0.0222222222222222,0,0,0.00555555555555556,0.0333333333333333,0.0111111111111111,0.0166666666666667,0.255555555555556,0.422222222222222,0.0222222222222222,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0333333333333333,0.322222222222222,0.0111111111111111,0,0,0,0.00555555555555556,0.00555555555555556,0,0,0,0,0,0,0.127777777777778,0,0,0,0,0.00555555555555556,0
"B4_10",0.0111111111111111,0,0,0,0.0277777777777778,0.0444444444444444,0,0.483333333333333,0.238888888888889,0.0166666666666667,0,0,0.00555555555555556,0,0,0,0,0,0,0.0555555555555556,0.0166666666666667,0.427777777777778,0,0.00555555555555556,0,0,0.00555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4_2",0.00555555555555556,0,0.00555555555555556,0.00555555555555556,0.0388888888888889,0.0333333333333333,0,0.266666666666667,0.338888888888889,0.0166666666666667,0.0111111111111111,0,0,0,0,0,0,0,0,0.0444444444444444,0.0111111111111111,0.0333333333333333,0,0,0,0,0.0222222222222222,0,0.00555555555555556,0,0,0,0,0,0.144444444444444,0,0,0,0,0,0
"B4_3",0,0,0,0.00555555555555556,0.0944444444444444,0.00555555555555556,0,0.277777777777778,0.577777777777778,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.0166666666666667,0.0111111111111111,0.111111111111111,0,0,0,0.00555555555555556,0,0,0,0,0.0333333333333333,0,0,0,0.0555555555555556,0,0,0,0,0,0
"B4_4",0.0111111111111111,0,0,0,0.0555555555555556,0,0,0.305555555555556,0.483333333333333,0.0444444444444444,0,0,0,0,0,0,0,0,0,0,0.00555555555555556,0.183333333333333,0.0111111111111111,0.00555555555555556,0,0,0.00555555555555556,0,0,0,0,0,0,0,0.205555555555556,0,0,0,0,0,0
"B4_6",0,0,0,0.0611111111111111,0.0277777777777778,0,0,0.227777777777778,0.222222222222222,0.0333333333333333,0,0,0,0,0,0,0,0,0,0.00555555555555556,0.00555555555555556,0.105555555555556,0,0,0.0111111111111111,0,0.0166666666666667,0,0,0,0,0,0,0,0.588888888888889,0.0111111111111111,0,0,0,0,0
"B4_7",0,0,0,0,0.0166666666666667,0.0277777777777778,0,0.133333333333333,0.666666666666667,0.05,0,0,0,0,0,0,0,0,0,0,0,0.00555555555555556,0,0,0.00555555555555556,0,0.0166666666666667,0.00555555555555556,0,0,0,0,0,0,0.255555555555556,0.0222222222222222,0,0,0.00555555555555556,0,0
"B4_8",0.0111111111111111,0,0,0,0,0.0722222222222222,0,0.205555555555556,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0.00555555555555556,0.00555555555555556,0,0,0,0,0.205555555555556,0,0,0,0,0,0,0,0.711111111111111,0.0111111111111111,0,0,0.00555555555555556,0,0
"B4_9",0.0333333333333333,0,0,0,0.0333333333333333,0.00555555555555556,0,0.244444444444444,0.2,0.0277777777777778,0,0,0,0,0,0.00555555555555556,0,0,0,0.0166666666666667,0.00555555555555556,0.172222222222222,0,0.0166666666666667,0,0,0.0222222222222222,0.00555555555555556,0,0,0.105555555555556,0,0,0,0.138888888888889,0,0,0,0,0,0
"IL1_1",0,0,0,0.183333333333333,0.0388888888888889,0,0,0.372222222222222,0.544444444444444,0.0277777777777778,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0.0611111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.0777777777777778,0,0,0,0,0,0.0111111111111111
"IL1_10",0,0,0,0,0,0.0277777777777778,0,0.133333333333333,0.677777777777778,0.0611111111111111,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0.0222222222222222,0,0.0555555555555556,0,0,0,0,0,0,0,0.277777777777778,0,0,0,0,0,0
