"","ACHY","AMID","AMSIN","ARPU9","ARTR2","ARTR2/D","ARTR2/DP","ATCA2","ATCA2/D","ATCA2/DP","BOGR","BOGR/D","BRTE","BRTE/D","CHDE2","CHNAA3","CHVI/DP","CHVI8","CLLU2","CRFL5","DEPI","DEPI/D","ECCOC","ECCOC/D","ELEL","EPVI","ERCI6","GRFA","GUSA","GUSA/D","HECO26","HECO26/D","HYACA2","JUOS","KRLA2","KRLA2/DP","LAOC3","LEMO2","MAFR3","MAFR3/DP","OENOT","OPPO","OPPO/D","OPPO/DP","PEPU7","PIED","PLPA2","SALS0","SALS0/D","SALSO/D","SPCO","SPCR","SPCR/D","UNKSPR","BAMU","CHVI8/D","CHVI8/DP","ERAB3","HIJA","JUOS/D","LAAC3","PEPU9","PIED/D","SHRO/DP","SPCO/D","UNKF10","UNKF11","UNKF14","UNKF9","YUAN2/D","AMHI","CETE5","CLLU2/D","HECO26/DP","KRLA2/D","OECA10","PHAU3","UNKFG"
"IL2_5",0,0.00523560209424084,0,0,0,0,0,0,0,0,0.12565445026178,0.0104712041884817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157068062827225,0.00523560209424084,0,0,0.0209424083769634,0,0,0,0.0157068062827225,0,0.0104712041884817,0,0,0,0,0.0366492146596859,0,0.0366492146596859,0,0,0.0157068062827225,0.00523560209424084,0,0,0,0.691099476439791,0,0,0,0,0,0,0,0,0,0,0,0,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2_7",0.0175438596491228,0,0,0,0.0994152046783626,0.087719298245614,0.0116959064327485,0,0,0.00584795321637427,0.374269005847953,0.0175438596491228,0.00584795321637427,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0.0175438596491228,0,0,0.0526315789473684,0,0.245614035087719,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2_8",0,0,0,0.0062111801242236,0.0434782608695652,0.0248447204968944,0.0124223602484472,0.0372670807453416,0,0,0.118012422360248,0.0062111801242236,0.0124223602484472,0,0,0,0,0,0,0,0,0,0.0062111801242236,0.0062111801242236,0,0,0.0434782608695652,0,0.0496894409937888,0.0124223602484472,0.0434782608695652,0,0,0,0,0,0.0062111801242236,0,0,0,0,0.0186335403726708,0,0,0,0,0,0,0,0,0,0.546583850931677,0,0,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL2_9",0.0116959064327485,0,0,0.00584795321637427,0,0.0467836257309941,0,0.0526315789473684,0,0,0.292397660818713,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116959064327485,0,0,0.0175438596491228,0,0.16374269005848,0,0,0,0,0,0,0,0,0,0,0.0233918128654971,0.0116959064327485,0.00584795321637427,0,0.0350877192982456,0.00584795321637427,0,0,0,0,0.304093567251462,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL3_1",0,0,0,0,0,0.0338983050847458,0,0.0169491525423729,0,0,0.310734463276836,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734463276836158,0.00564971751412429,0.15819209039548,0,0,0,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389830508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL3_10",0.0164835164835165,0,0,0,0.0659340659340659,0.043956043956044,0.021978021978022,0.021978021978022,0,0,0.379120879120879,0.010989010989011,0,0,0,0,0,0.0164835164835165,0.00549450549450549,0,0,0,0,0,0,0.00549450549450549,0,0,0,0,0.0494505494505494,0.00549450549450549,0,0,0.00549450549450549,0,0,0,0,0,0,0.0384615384615385,0,0.032967032967033,0,0,0,0,0,0,0.0164835164835165,0.236263736263736,0.010989010989011,0,0,0,0.0164835164835165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL3_2",0,0,0,0,0.0294117647058824,0.0294117647058824,0.0352941176470588,0.0588235294117647,0.00588235294117647,0.00588235294117647,0.505882352941176,0.0352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176470588235294,0,0,0,0,0,0,0,0,0,0.182352941176471,0.00588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0.0352941176470588,0.0176470588235294,0,0.0235294117647059,0,0,0,0,0,0,0,0,0
"IL3_3",0,0,0,0,0,0.0640394088669951,0,0.00492610837438424,0,0,0.310344827586207,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0.0147783251231527,0,0,0.00492610837438424,0.0147783251231527,0.54679802955665,0.0246305418719212,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL3_4",0,0,0,0,0.133720930232558,0.0348837209302326,0,0.00581395348837209,0,0,0.430232558139535,0.0348837209302326,0.00581395348837209,0,0,0,0.00581395348837209,0.0348837209302326,0,0,0,0,0,0,0.00581395348837209,0,0,0.00581395348837209,0,0,0.180232558139535,0.00581395348837209,0,0,0,0,0,0,0,0,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0.104651162790698,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL3_6",0,0,0,0,0.0805369127516778,0.0402684563758389,0.0134228187919463,0,0,0,0.503355704697987,0.0134228187919463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134228187919463,0,0,0,0.0469798657718121,0,0,0,0.0134228187919463,0,0,0,0,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0.25503355704698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134228187919463,0,0,0,0,0,0,0,0,0,0,0,0
"IL3_7",0,0,0.00492610837438424,0,0.00492610837438424,0.0246305418719212,0.0147783251231527,0.0246305418719212,0,0,0.497536945812808,0,0.0443349753694581,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0.00492610837438424,0.0246305418719212,0.00492610837438424,0.211822660098522,0,0,0,0.00492610837438424,0,0.00492610837438424,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0.113300492610837,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL3_9",0.00518134715025907,0,0,0.00518134715025907,0.0829015544041451,0.0673575129533679,0.0310880829015544,0,0,0,0.274611398963731,0.0414507772020725,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0,0,0.00518134715025907,0,0,0.0310880829015544,0.0155440414507772,0.362694300518135,0,0,0,0,0,0,0,0,0,0,0.00518134715025907,0,0.0103626943005181,0,0,0,0,0,0,0,0.0466321243523316,0.00518134715025907,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL4_10",0.021978021978022,0,0,0,0.0934065934065934,0.021978021978022,0,0.0274725274725275,0.00549450549450549,0,0.401098901098901,0.010989010989011,0,0,0,0,0,0.0164835164835165,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0.00549450549450549,0,0,0,0,0.010989010989011,0,0.0164835164835165,0,0,0,0,0,0,0,0.175824175824176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL4_2",0.00529100529100529,0,0,0,0.00529100529100529,0.037037037037037,0,0.0582010582010582,0.0105820105820106,0.0105820105820106,0.232804232804233,0.0264550264550265,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529100529100529,0.0105820105820106,0.0634920634920635,0,0,0,0,0,0.00529100529100529,0,0,0,0,0.00529100529100529,0,0,0,0.0476190476190476,0,0,0,0,0,0.44973544973545,0.0105820105820106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL4_3",0,0,0,0,0,0.0164835164835165,0,0.010989010989011,0,0,0.384615384615385,0.0164835164835165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164835164835165,0,0.461538461538462,0,0,0,0.00549450549450549,0,0,0,0,0,0,0.0164835164835165,0,0.010989010989011,0,0,0,0,0,0,0,0.0604395604395604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL4_4",0,0,0,0,0,0.0373134328358209,0,0.0149253731343284,0,0,0.41044776119403,0.0671641791044776,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0,0,0.00746268656716418,0,0,0.0522388059701493,0.0373134328358209,0.208955223880597,0,0,0,0,0,0,0,0,0,0,0.00746268656716418,0.00746268656716418,0,0,0.0746268656716418,0,0,0,0,0,0.0522388059701493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746268656716418,0,0,0,0,0,0,0,0,0
"IL4_5",0.0104712041884817,0,0,0,0.00523560209424084,0.0209424083769634,0,0.0209424083769634,0,0,0.382198952879581,0.0261780104712042,0,0,0,0,0,0.0157068062827225,0,0,0,0,0,0,0,0,0,0,0.031413612565445,0.00523560209424084,0.382198952879581,0,0,0,0,0,0,0,0,0,0,0,0,0.00523560209424084,0,0,0,0,0,0,0,0.0942408376963351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL4_7",0.0251256281407035,0,0,0,0,0.085427135678392,0,0.0351758793969849,0,0,0.417085427135678,0.0201005025125628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251256281407035,0.0100502512562814,0.21608040201005,0.0100502512562814,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351758793969849,0,0,0,0.0050251256281407,0.0050251256281407,0,0.105527638190955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL4_8",0,0,0,0,0.0238095238095238,0.0119047619047619,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0.30952380952381,0,0,0,0.0119047619047619,0,0,0,0,0,0,0,0.404761904761905,0,0,0,0,0,0,0,0,0.0119047619047619,0,0,0,0,0.0119047619047619,0,0.0119047619047619,0.0833333333333333,0,0,0,0,0.0119047619047619,0,0.0119047619047619,0,0,0,0,0,0,0,0
"IL4_9",0.014218009478673,0,0,0,0.004739336492891,0.037914691943128,0,0.018957345971564,0,0,0.265402843601896,0.00947867298578199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014218009478673,0,0.511848341232227,0,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0.113744075829384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M1_1",0,0,0.0340136054421769,0,0,0.0136054421768707,0,0.136054421768707,0,0.00680272108843537,0.0136054421768707,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136054421768707,0.0136054421768707,0,0,0,0,0,0,0.0340136054421769,0,0.129251700680272,0,0,0,0,0,0,0,0,0,0.0272108843537415,0,0,0,0,0.442176870748299,0.0884353741496599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M1_10",0,0.0111731843575419,0,0,0,0,0,0,0,0,0,0,0.0223463687150838,0,0,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0.0391061452513966,0.0111731843575419,0,0,0,0,0,0,0,0,0.0726256983240224,0,0,0,0,0.0558659217877095,0,0.0223463687150838,0,0,0.0167597765363128,0,0,0,0,0.737430167597765,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M1_2",0.0175438596491228,0,0.0116959064327485,0,0.0292397660818713,0.064327485380117,0.0116959064327485,0,0,0,0.0350877192982456,0.0116959064327485,0,0,0,0,0,0.0116959064327485,0,0,0,0,0,0,0,0,0.0233918128654971,0.0116959064327485,0,0,0.105263157894737,0,0,0,0.0584795321637427,0.00584795321637427,0.16374269005848,0,0,0,0,0.00584795321637427,0,0,0,0,0.0116959064327485,0,0,0,0,0.345029239766082,0.0701754385964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584795321637427,0,0
"M1_4",0,0,0.0858895705521472,0,0.00613496932515337,0.0245398773006135,0,0,0,0,0.0674846625766871,0.0368098159509202,0.00613496932515337,0,0,0,0,0,0.0122699386503067,0,0,0,0,0,0,0,0,0.0184049079754601,0,0,0,0,0,0,0.0122699386503067,0,0.196319018404908,0,0,0,0,0.0368098159509202,0,0,0,0,0.0184049079754601,0,0,0,0,0.319018404907975,0.141104294478528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613496932515337,0,0.0122699386503067
"M1_5",0.015,0,0.005,0,0.015,0.08,0,0.025,0,0,0.335,0.025,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.395,0,0.005,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
"M1_6",0,0,0.0342857142857143,0,0,0,0,0.142857142857143,0.0114285714285714,0,0.257142857142857,0.0114285714285714,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171428571428571,0,0,0,0,0,0,0.00571428571428571,0,0.0628571428571429,0,0,0,0,0.0457142857142857,0,0.0114285714285714,0,0,0.0114285714285714,0,0,0,0,0.308571428571429,0.0514285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M1_7",0,0,0.0149253731343284,0,0,0,0,0.139303482587065,0,0.0447761194029851,0,0,0.278606965174129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348258706467662,0.00497512437810945,0,0,0,0,0,0,0,0,0.0497512437810945,0,0,0,0,0.0298507462686567,0,0,0,0,0.0149253731343284,0.00497512437810945,0,0,0,0.378109452736318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0
"M1_8",0,0,0,0,0,0,0,0.0709219858156028,0.0283687943262411,0.0141843971631206,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212765957446809,0,0.0283687943262411,0,0,0,0.170212765957447,0.00709219858156028,0,0,0.617021276595745,0.0141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0
"M2_1",0.028436018957346,0,0,0.004739336492891,0.00947867298578199,0.0758293838862559,0.004739336492891,0.00947867298578199,0,0,0.507109004739337,0.018957345971564,0.004739336492891,0,0,0,0,0.023696682464455,0,0,0,0,0,0,0,0,0,0,0.018957345971564,0,0.123222748815166,0.00947867298578199,0,0,0,0,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,0.156398104265403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M2_10",0,0,0.1,0,0.00833333333333333,0,0,0.125,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0.0416666666666667,0.0333333333333333,0,0,0,0.591666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M2_3",0.00420168067226891,0,0,0,0,0.0840336134453782,0,0.0168067226890756,0.00840336134453781,0,0.466386554621849,0.0252100840336134,0,0,0,0,0,0,0,0,0,0,0,0.00420168067226891,0,0,0,0,0.0210084033613445,0.00420168067226891,0.239495798319328,0.00420168067226891,0,0,0,0,0,0,0,0,0,0.00840336134453781,0,0.0168067226890756,0,0,0,0,0,0,0,0.0966386554621849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M2_5",0,0,0.0526315789473684,0,0,0,0,0.0723684210526316,0,0,0.513157894736842,0.0394736842105263,0.00657894736842105,0,0,0,0,0,0.0328947368421053,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0,0,0.0197368421052632,0,0,0,0,0.0197368421052632,0,0,0,0,0,0,0,0,0,0.203947368421053,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M2_6",0,0,0,0,0,0,0,0.256198347107438,0.0413223140495868,0.00826446280991736,0,0,0.0165289256198347,0,0,0,0,0,0,0,0,0,0.00826446280991736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826446280991736,0,0,0.00826446280991736,0.0247933884297521,0,0,0,0.619834710743802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826446280991736,0,0,0,0,0,0,0
"M2_7",0,0,0,0,0,0,0,0.0714285714285714,0,0.0119047619047619,0.0297619047619048,0,0.0892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654761904761905,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0,0,0,0.0595238095238095,0,0.0119047619047619,0,0,0,0.178571428571429,0.0119047619047619,0,0,0.464285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M2_8",0,0.118811881188119,0,0,0,0,0,0.0445544554455446,0,0,0.143564356435644,0.0148514851485149,0.0099009900990099,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0.0099009900990099,0,0,0,0,0,0,0.0148514851485149,0,0.0544554455445545,0,0,0,0.00495049504950495,0.0099009900990099,0,0.00495049504950495,0,0,0.0445544554455446,0,0,0,0,0.504950495049505,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M2_9",0,0,0.0328947368421053,0,0,0.0328947368421053,0,0.0657894736842105,0,0,0.144736842105263,0.0197368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131578947368421,0.0328947368421053,0,0,0,0.00657894736842105,0,0,0.00657894736842105,0,0.125,0,0,0,0,0.0263157894736842,0,0.0197368421052632,0,0,0.0460526315789474,0,0,0,0,0.342105263157895,0.0789473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657894736842105,0,0,0
"M3_1",0,0,0,0,0,0,0,0,0,0,0.545945945945946,0.0432432432432432,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162162162162162,0,0.0162162162162162,0,0,0,0,0.0540540540540541,0,0.0108108108108108,0,0,0,0,0,0,0,0.297297297297297,0.0108108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M3_2",0.0259067357512953,0,0,0,0.0155440414507772,0.134715025906736,0.00518134715025907,0.0155440414507772,0,0,0.487046632124352,0.0103626943005181,0,0,0,0,0,0.0103626943005181,0,0,0,0,0,0,0.00518134715025907,0,0,0,0.0518134715025907,0,0.181347150259067,0,0,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466321243523316,0,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M3_3",0.09375,0,0,0,0,0.00446428571428571,0.00892857142857143,0.0267857142857143,0.0178571428571429,0,0.379464285714286,0.00892857142857143,0,0,0,0,0,0.0580357142857143,0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0.00446428571428571,0.28125,0,0,0,0,0,0.00446428571428571,0,0,0,0,0.00446428571428571,0,0,0,0,0,0,0,0,0.0133928571428571,0.0669642857142857,0,0,0,0,0.0223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M3_5",0,0,0,0,0,0.0789473684210526,0,0.0087719298245614,0.0087719298245614,0,0.56140350877193,0.0131578947368421,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0.0043859649122807,0,0,0,0,0,0,0.0745614035087719,0,0,0,0,0,0,0,0,0,0,0.0043859649122807,0.0043859649122807,0,0,0,0.0043859649122807,0,0,0,0,0.232456140350877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M3_7",0,0,0.0671641791044776,0,0,0.00746268656716418,0.0149253731343284,0,0,0,0.119402985074627,0.0447761194029851,0.0895522388059701,0,0,0.0149253731343284,0,0,0.0149253731343284,0,0,0,0,0,0,0,0,0.00746268656716418,0,0,0,0,0,0,0.00746268656716418,0.00746268656716418,0.104477611940299,0,0,0,0,0,0.00746268656716418,0.00746268656716418,0,0,0.0373134328358209,0,0,0.0298507462686567,0.00746268656716418,0.283582089552239,0.126865671641791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M3_8",0.0330188679245283,0,0,0,0,0.122641509433962,0,0.0424528301886792,0,0,0.382075471698113,0.0188679245283019,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943396226415094,0.00943396226415094,0.231132075471698,0.00471698113207547,0,0,0,0,0,0,0,0,0,0.0141509433962264,0,0.00943396226415094,0,0,0.00943396226415094,0,0,0,0,0.0990566037735849,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M4_2",0.0657276995305164,0,0,0,0.0234741784037559,0,0,0.028169014084507,0.00469483568075117,0.00469483568075117,0.328638497652582,0.00469483568075117,0,0,0,0,0,0.0751173708920188,0,0,0,0,0,0,0,0.00469483568075117,0,0,0.0187793427230047,0,0.192488262910798,0,0,0,0.00938967136150235,0.00469483568075117,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192488262910798,0,0,0,0.0140845070422535,0.0234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M4_3",0.0327868852459016,0,0,0,0,0.0532786885245902,0,0.00409836065573771,0,0,0.520491803278688,0.0245901639344262,0,0,0,0,0.00409836065573771,0.0122950819672131,0,0,0,0,0.00409836065573771,0,0,0.00409836065573771,0,0,0.0163934426229508,0,0.245901639344262,0.00409836065573771,0,0,0,0,0,0,0,0,0,0.00819672131147541,0,0,0,0,0,0,0,0,0,0.0573770491803279,0.00409836065573771,0,0,0.00409836065573771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M4_4",0,0.0165745856353591,0,0,0,0.00552486187845304,0,0,0,0,0.635359116022099,0.0165745856353591,0,0,0,0,0,0,0.0110497237569061,0,0,0,0,0,0,0,0,0,0,0,0.0828729281767956,0.00552486187845304,0,0,0.0165745856353591,0,0,0,0,0,0,0.0497237569060773,0.00552486187845304,0.0165745856353591,0,0,0.0110497237569061,0,0,0,0,0.116022099447514,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552486187845304,0,0,0,0
"M4_5",0,0,0.0778443113772455,0,0,0,0,0,0,0,0.209580838323353,0.0419161676646707,0,0,0,0,0,0,0.0179640718562874,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0.00598802395209581,0,0,0,0,0,0.143712574850299,0,0,0,0,0.0479041916167665,0,0.0119760479041916,0,0,0.00598802395209581,0,0,0,0,0.317365269461078,0.101796407185629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0,0.00598802395209581,0,0,0
"M4_6",0.0355029585798817,0,0,0,0.00591715976331361,0.112426035502959,0.00591715976331361,0.0355029585798817,0,0,0.390532544378698,0.029585798816568,0,0,0,0,0,0.0414201183431953,0,0,0,0,0,0,0.00591715976331361,0,0,0,0.0236686390532544,0,0.124260355029586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189349112426035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M4_7",0.0465116279069767,0,0,0.00581395348837209,0,0.0523255813953488,0,0.00581395348837209,0,0.00581395348837209,0.36046511627907,0.0116279069767442,0,0,0,0,0,0.244186046511628,0,0,0,0,0,0,0,0,0,0,0.00581395348837209,0.00581395348837209,0.162790697674419,0,0,0,0,0,0,0.00581395348837209,0,0,0,0.00581395348837209,0,0,0.00581395348837209,0,0,0,0,0,0,0.0232558139534884,0,0,0,0.00581395348837209,0.0406976744186047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581395348837209,0
"M4_9",0,0,0,0.00578034682080925,0.179190751445087,0.023121387283237,0.023121387283237,0.0520231213872832,0,0,0.491329479768786,0.0173410404624277,0,0,0,0,0,0,0,0,0,0,0,0,0.0115606936416185,0,0,0,0.0404624277456647,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0.0520231213872832,0,0.046242774566474,0,0,0,0,0,0,0,0.0520231213872832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
