"id","top","bottom","Horizon","DryRed","DryValue","DryCClass","MoistRed","MoistValue","MoistCClass","Texture","SandPercent","SandSize","ClayPercent","pH","EfferScale","Theta_fc","Theta_pwp","AWHC","HzNum",".id","Depth","DryHue","MoistHue","DryChroma","MoistChroma","Effervescence"
"B3_9",0,7,"A","2",5,"2","2",4,"2","SL",70,"F",5,7.6,"1",0.144918306,0.053365269,9.155303766,NA,1,7,"7.5YR","7.5YR","4",3,"VS"
"B3_9",7,34,"B","2",6,"3","3",5,"2","LS",80,"F",5,8.4,"3",0.093772599,0.042975928,5.079667113,NA,2,27,"7.5YR","5YR","6",4,"ST"
"B3_9",34,130,"C","2",7,"2","3",5,"2","LS",80,"F",5,8.4,"3",0.093772599,0.042975928,5.079667113,NA,3,96,"7.5YR","5YR","4",4,"ST"
"B3_9",130,200,"Ab","2",6,"3","2",5,"2","LS",80,"F",7,8.4,"3",0.104209268,0.047858639,5.635062899,NA,4,70,"7.5YR","7.5YR","6",4,"ST"
"B3_10",0,8,"A","2",5,"2","2",4,"2","SL",45,"F",5,7.8,"2",0.231211177,0.059618644,17.1592533,NA,1,8,"7.5YR","7.5YR","4",4,"SL"
"B3_10",8,20,"B","2",5,"2","2",4,"2","SL",70,"F",15,8,"3",0.178985018,0.080127757,9.885726076,NA,2,12,"7.5YR","7.5YR","4",4,"ST"
"B3_10",20,42,"Cr","2",7,"2","2",5,"2","LS",80,"F",3,8,"3",0.083890239,0.038355544,4.553469578,NA,3,22,"7.5YR","7.5YR","3",3,"ST"
"B4_1",0,11,"A","2",6,"2","2",4,"2","SL",70,"F",5,7.8,"3",0.144918306,0.053365269,9.155303766,NA,1,11,"7.5YR","7.5YR","4",4,"ST"
"B4_1",11,11,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA
"B4_2",0,7,"A","2",6,"2","2",4,"2","SL",60,"F",5,7.6,"2",0.178911483,0.06204064,11.68708431,NA,1,7,"7.5YR","7.5YR","4",4,"SL"
"B4_2",7,7,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA
"B4_3",0,5,"A","2",5,"2","2",3,"2","SL",60,"F",3,7.6,"2",0.176876498,0.058447655,11.84288425,NA,1,5,"7.5YR","7.5YR","4",4,"SL"
"B4_3",5,62,"B","2",6,"2","2",4,"3","SL",70,"F",3,7.8,"3",0.138974053,0.048732005,9.024204783,NA,2,57,"7.5YR","7.5YR","4",6,"ST"
"B4_3",62,69,"Cr","2",7,"2","2",6,"2","LS",80,"MIX",3,8,"3",0.083890239,0.038355544,4.553469578,NA,3,7,"7.5YR","7.5YR","3",4,"ST"
"B4_4",0,5,"A","2",5,"2","2",3,"2","SL",60,"F",5,7.8,"3",0.178911483,0.06204064,11.68708431,NA,1,5,"7.5YR","7.5YR","4",4,"ST"
"B4_4",5,14,"B","2",5,"2","2",4,"2","SL",60,"F",7,8.2,"3",0.181338524,0.065918486,11.54200385,NA,2,9,"7.5YR","7.5YR","4",4,"ST"
"B4_4",14,72,"B2","2",6,"2","2",5,"2","SL",60,"F",5,8.2,"4",0.178911483,0.06204064,11.68708431,NA,3,58,"7.5YR","7.5YR","4",4,"VE"
"B4_4",72,83,"B3","2",6,"2","2",4,"3","SL",75,"F",5,8.4,"4",0.121022648,0.046719307,7.430334021,NA,4,11,"7.5YR","7.5YR","4",6,"VE"
"B4_4",83,128,"B4","2",7,"2","2",5,"2","SL",70,"F",5,8.6,"4",0.144918306,0.053365269,9.155303766,NA,5,45,"7.5YR","7.5YR","4",4,"VE"
"B4_4",128,153,"B5","2",6,"2","2",4,"2","SL",65,"F",3,8.4,"3",0.159904349,0.054985829,10.49185197,NA,6,25,"7.5YR","7.5YR","3",4,"ST"
"B4_4",153,153,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA
"B4_6",0,6,"A","2",5,"2","2",3,"2","SL",65,"F",5,7.6,"2",0.16366872,0.059024459,10.46442617,NA,1,6,"7.5YR","7.5YR","4",4,"SL"
"B4_6",6,47,"B","2",6,"2","2",4,"2","SL",70,"F",5,7.8,"3",0.144918306,0.053365269,9.155303766,NA,2,41,"7.5YR","7.5YR","4",4,"ST"
"B4_6",47,47,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA
"B4_7",0,5,"A","1",6,"2","2",4,"2","SL",75,"VF",5,7.4,"0",0.121022648,0.046719307,7.430334021,NA,1,5,"10YR","7.5YR","4",3,"NE"
"B4_7",5,19,"B","2",6,"3","2",4,"2","SL",75,"F",7,8,"4",0.129567114,0.051883922,7.768319141,NA,2,14,"7.5YR","7.5YR","6",4,"VE"
"B4_7",19,92,"B2","2",6,"2","2",4,"3","SL",75,"F",7,8,"4",0.129567114,0.051883922,7.768319141,NA,3,73,"7.5YR","7.5YR","4",6,"VE"
"B4_7",92,176,"C","2",8,"2","2",5,"2","LS",80,"F",5,8.5,"3",0.093772599,0.042975928,5.079667113,NA,4,84,"7.5YR","7.5YR","4",4,"ST"
"B4_8",0,6,"A","2",6,"2","2",4,"2","SL",65,"F",5,7.8,"2",0.16366872,0.059024459,10.46442617,NA,1,6,"7.5YR","7.5YR","4",4,"SL"
"B4_8",6,18,"B","2",6,"2","2",4,"2","SL",60,"F",5,8,"3",0.178911483,0.06204064,11.68708431,NA,2,12,"7.5YR","7.5YR","4",4,"ST"
"B4_8",18,112,"B2","2",7,"2","2",5,"2","SL",70,"F",5,8.2,"3",0.144918306,0.053365269,9.155303766,NA,3,94,"7.5YR","7.5YR","4",4,"ST"
"B4_8",112,200,"B3","2",7,"2","2",5,"2","SL",65,"F",5,8.2,"3",0.16366872,0.059024459,10.46442617,NA,4,88,"7.5YR","7.5YR","4",4,"ST"
"B4_9",0,7,"A","2",6,"2","2",5,"2","SL",60,"F",5,7.8,"2",0.178911483,0.06204064,11.68708431,NA,1,7,"7.5YR","7.5YR","4",4,"SL"
"B4_9",7,7,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA
"B4_10",0,5,"A","3",5,"2","3",4,"2","LS",80,"F",8,8.1,"3",0.109640891,0.050402787,5.923810471,NA,1,5,"5YR","5YR","4",4,"ST"
"B4_10",5,19,"BA","3",5,"2","3",4,"2","SL",75,"VF",12,8.2,"4",0.152260151,0.065876753,8.638339797,NA,2,14,"5YR","5YR","4",4,"VE"
"B4_10",19,36,"Bw","3",6,"2","2",5,"2","SL",75,"F",12,8.2,"4",0.152260151,0.065876753,8.638339797,NA,3,17,"5YR","7.5YR","4",4,"VE"
"B4_10",36,56,"Bkk","2",7,"2","2",6,"2","SL",75,"MIX",10,8.2,"4",0.142929541,0.060082649,8.284689241,NA,4,20,"7.5YR","7.5YR","3",4,"VE"
"B4_10",56,56,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA
"IL1_1",0,4,"A","2",6,"2","2",4,"2","SL",60,"VF",5,6.6,"0",0.178911483,0.06204064,11.68708431,NA,1,4,"7.5YR","7.5YR","4",4,"NE"
"IL1_1",4,24,"B","2",5,"3","2",4,"2","SL",60,"VF",5,7.4,"2",0.178911483,0.06204064,11.68708431,NA,2,20,"7.5YR","7.5YR","6",4,"SL"
"IL1_1",24,40,"C","2",7,"3","2",5,"3","SL",65,"F",5,8.2,"4",0.16366872,0.059024459,10.46442617,NA,3,16,"7.5YR","7.5YR","6",6,"VE"
"IL1_1",40,40,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA
"IL1_3",0,7,"A","2",6,"2","2",4,"2","SL",70,"F",7,8.2,"3",0.151075306,0.058220943,9.285436264,NA,1,7,"7.5YR","7.5YR","4",4,"ST"
"IL1_3",7,111,"B","2",6,"2","2",4,"2","SL",65,"F",7,8.1,"3",0.167764684,0.063338233,10.44264508,NA,2,104,"7.5YR","7.5YR","4",4,"ST"
"IL1_3",111,200,"B2","2",6,"2","2",3,"2","SL",55,"F",7,7.8,"3",0.194530427,0.066222367,12.83080608,NA,3,89,"7.5YR","7.5YR","4",4,"ST"
"IL1_4",0,7,"A","2",5,"2","2",3,"2","SL",65,"VF",7,7.6,"0",0.167764684,0.063338233,10.44264508,NA,1,7,"7.5YR","7.5YR","4",4,"NE"
"IL1_4",7,13,"B","2",5,"3","2",4,"2","SL",55,"VF",7,8,"2",0.194530427,0.066222367,12.83080608,NA,2,6,"7.5YR","7.5YR","6",4,"SL"
"IL1_4",13,54,"B2","2",6,"2","2",4,"2","L",50,"F",7,8.4,"3",0.210536887,0.064920459,14.56164285,NA,3,41,"7.5YR","7.5YR","4",4,"ST"
"IL1_4",54,96,"Cr","2",8,"1","2",6,"2","SL",65,"CO",5,8.6,"4",0.16366872,0.059024459,10.46442617,NA,4,42,"7.5YR","7.5YR","1",4,"VE"
"IL1_4",96,96,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA
"IL1_5",0,8,"A","2",6,"2","2",4,"2","SL",60,"F",5,6.5,"0",0.178911483,0.06204064,11.68708431,NA,1,8,"7.5YR","7.5YR","4",4,"NE"
"IL1_5",8,25,"B","3",5,"3","2",4,"2","SL",70,"F",10,7.6,"0",0.160883369,0.065950224,9.493314452,NA,2,17,"5YR","7.5YR","6",4,"NE"
"IL1_5",25,45,"B2","2",7,"2","2",4,"2","SL",70,"F",10,8,"2",0.160883369,0.065950224,9.493314452,NA,3,20,"7.5YR","7.5YR","4",4,"SL"
"IL1_5",45,80,"CB","2",7,"2","2",5,"2","SL",60,"F",10,8.4,"3",0.18588602,0.072333525,11.35524954,NA,4,35,"7.5YR","7.5YR","3",4,"ST"
"IL1_5",80,114,"C","2",7,"2","3",5,"3","SL",70,"F",5,8.2,"3",0.144918306,0.053365269,9.155303766,NA,5,34,"7.5YR","5YR","4",6,"ST"
"IL1_5",114,121,"C2","2",8,"1","2",7,"2","LS",80,"F",5,8.2,"4",0.093772599,0.042975928,5.079667113,NA,6,7,"7.5YR","7.5YR","2",4,"VE"
"IL1_5",121,121,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA
"IL1_8",0,7,"A","2",5,"2","2",4,"2","SL",70,"VF",7,7.2,"0",0.151075306,0.058220943,9.285436264,NA,1,7,"7.5YR","7.5YR","4",4,"NE"
"IL1_8",7,20,"B","2",5,"3","2",4,"2","SL",70,"F",7,8,"3",0.151075306,0.058220943,9.285436264,NA,2,13,"7.5YR","7.5YR","6",4,"ST"
"IL1_8",20,62,"B2","2",5,"3","3",4,"2","SL",60,"F",7,8,"3",0.181338524,0.065918486,11.54200385,NA,3,42,"7.5YR","5YR","6",4,"ST"
"IL1_8",62,135,"BC","2",6,"2","2",4,"2","SL",70,"F",7,8.1,"3",0.151075306,0.058220943,9.285436264,NA,4,73,"7.5YR","7.5YR","4",4,"ST"
"IL1_8",135,148,"C","2",6,"2","2",5,"3","SL",80,"CO",5,8.3,"4",0.093772599,0.042975928,5.079667113,NA,5,13,"7.5YR","7.5YR","4",6,"VE"
"IL1_8",148,148,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA
"IL1_9",0,8,"A","2",5,"2","2",4,"2","SL",65,"MIX",10,7.8,"3",0.17465399,0.070339948,10.43140426,NA,1,8,"7.5YR","7.5YR","4",4,"ST"
"IL1_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"IL1_10",0,5,"A","2",6,"2","2",4,"2","SL",60,"F",7,7.8,"1",0.181338524,0.065918486,11.54200385,NA,1,5,"7.5YR","7.5YR","4",3,"VS"
"IL1_10",5,74,"B","2",6,"2","2",4,"2","SL",60,"F",7,8.1,"3",0.181338524,0.065918486,11.54200385,NA,2,69,"7.5YR","7.5YR","4",4,"ST"
"IL1_10",74,95,"BC","2",6,"2","2",5,"2","SL",70,"F",7,8.1,"3",0.151075306,0.058220943,9.285436264,NA,3,21,"7.5YR","7.5YR","4",4,"ST"
"IL2_1",0,9,"A","2",6,"2","2",4,"2","SL",70,"F",5,7.8,"3",0.144918306,0.053365269,9.155303766,NA,1,9,"7.5YR","7.5YR","4",4,"ST"
"IL2_1",9,9,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA
"IL2_2",0,5,"A","2",6,"2","2",3,"2","SL",60,"VF",5,7.6,"2",0.178911483,0.06204064,11.68708431,NA,1,5,"7.5YR","7.5YR","4",4,"SL"
"IL2_2",5,45,"B","2",6,"3","2",4,"3","SL",50,"F",5,8.2,"3",0.210873721,0.061173304,14.97004172,NA,2,40,"7.5YR","7.5YR","6",6,"ST"
"IL2_2",45,58,"Cr","4",7,"2","4",5,"2","SL",55,"CO",10,8.4,"4",0.196941126,0.072335852,12.46052744,NA,3,13,"2.5YR","2.5YR","4",4,"VE"
"IL2_3",0,4,"A","2",6,"2","2",4,"2","SL",55,"F",7,6.4,"0",0.194530427,0.066222367,12.83080608,NA,1,4,"7.5YR","7.5YR","4",4,"NE"
"IL2_3",4,24,"B","2",6,"2","2",4,"2","SL",60,"F",7,6.6,"0",0.181338524,0.065918486,11.54200385,NA,2,20,"7.5YR","7.5YR","4",4,"NE"
"IL2_3",24,34,"B2","2",6,"3","2",4,"3","SL",50,"F",5,7.6,"2",0.210873721,0.061173304,14.97004172,NA,3,10,"7.5YR","7.5YR","6",6,"SL"
"IL2_3",34,158,"B3","3",7,"2","3",5,"2","SL",50,"F",5,8.2,"3",0.210873721,0.061173304,14.97004172,NA,4,124,"5YR","5YR","4",4,"ST"
"IL2_3",158,200,"Cr","3",8,"1","3",7,"2","L",50,"MIX",10,8.6,"4",0.2106099,0.071038992,13.95709077,NA,5,42,"5YR","5YR","2",4,"VE"
"IL2_4",0,8,"A","2",5,"2","2",3,"2","SL",65,"F",7,7.6,"2",0.167764684,0.063338233,10.44264508,NA,1,8,"7.5YR","7.5YR","4",3,"SL"
"IL2_4",8,28,"B","2",5,"2","2",4,"2","L",45,"F",7,8,"3",0.230085589,0.063369427,16.67161622,NA,2,20,"7.5YR","7.5YR","4",4,"ST"
"IL2_4",28,43,"B2","2",5,"2","2",4,"2","SL",60,"F",7,8.2,"3",0.181338524,0.065918486,11.54200385,NA,3,15,"7.5YR","7.5YR","4",4,"ST"
"IL2_4",43,43,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA
"IL2_5",0,6,"A","2",6,"2","2",4,"2","SL",70,"F",5,7.6,"0",0.144918306,0.053365269,9.155303766,NA,1,6,"7.5YR","7.5YR","4",4,"NE"
"IL2_5",6,20,"B","3",5,"3","3",4,"3","SL",70,"F",5,7.8,"1",0.144918306,0.053365269,9.155303766,NA,2,14,"5YR","5YR","6",6,"VS"
"IL2_5",20,38,"B2","3",6,"3","3",5,"2","SL",65,"F",5,8.2,"3",0.16366872,0.059024459,10.46442617,NA,3,18,"5YR","5YR","6",4,"ST"
"IL2_5",38,75,"Ab1","3",6,"2","3",5,"2","SCL",50,"F",30,8.2,"3",0.24397566,0.126120839,11.78548214,NA,4,37,"5YR","5YR","4",4,"ST"
"IL2_5",75,142,"C","3",8,"2","3",6,"3","LS",80,"F",5,8.2,"3",0.093772599,0.042975928,5.079667113,NA,5,67,"5YR","5YR","4",6,"ST"
"IL2_5",142,200,"Ab2","3",6,"2","3",4,"2","CL",40,"F",38,8.2,"3",0.273736878,0.147530833,12.62060452,NA,6,58,"5YR","5YR","4",4,"ST"
"IL2_7",0,7,"A","2",5,"2","2",4,"2","SL",70,"F",7,7.6,"1",0.151075306,0.058220943,9.285436264,NA,1,7,"7.5YR","7.5YR","4",4,"VS"
"IL2_7",7,22,"B","3",5,"3","3",4,"2","SL",70,"F",7,7.6,"2",0.151075306,0.058220943,9.285436264,NA,2,15,"5YR","5YR","6",4,"SL"
"IL2_7",22,32,"B2","2",6,"3","3",4,"2","SL",70,"F",10,8,"3",0.160883369,0.065950224,9.493314452,NA,3,10,"7.5YR","5YR","6",4,"ST"
"IL2_7",32,48,"Bk","1",7,"2","2",5,"2","SL",70,"F",7,8.6,"4",0.151075306,0.058220943,9.285436264,NA,4,16,"10YR","7.5YR","3",4,"VE"
"IL2_7",48,59,"C","2",6,"2","2",5,"2","SL",70,"F",7,8,"4",0.151075306,0.058220943,9.285436264,NA,5,11,"7.5YR","7.5YR","4",4,"VE"
"IL2_7",59,59,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA
"IL2_8",0,6,"A","3",6,"2","3",4,"2","SL",60,"F",5,7,"0",0.178911483,0.06204064,11.68708431,NA,1,6,"5YR","5YR","4",3,"NE"
"IL2_8",6,18,"B","3",5,"3","3",4,"2","SL",55,"VF",5,7.6,"2",0.193537487,0.062486104,13.10513826,NA,2,12,"5YR","5YR","6",4,"SL"
"IL2_8",18,40,"B2","3",6,"3","3",4,"2","SL",55,"VF",5,7.6,"3",0.193537487,0.062486104,13.10513826,NA,3,22,"5YR","5YR","6",4,"ST"
"IL2_8",40,46,"Cr","3",8,"2","2",6,"2","SL",55,"VF",5,8.2,"4",0.193537487,0.062486104,13.10513826,NA,4,6,"5YR","7.5YR","3",4,"VE"
"IL2_8",46,46,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA
"IL2_9",0,8,"A","2",5,"2","2",3,"2","SL",75,"F",5,7.8,"2",0.121022648,0.046719307,7.430334021,NA,1,8,"7.5YR","7.5YR","4",4,"SL"
"IL2_9",8,56,"B","2",6,"2","3",4,"3","SL",60,"F",5,8.2,"3",0.178911483,0.06204064,11.68708431,NA,2,48,"7.5YR","5YR","4",6,"ST"
"IL2_9",56,56,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA
"IL2_10",0,5,"A","2",6,"2","2",4,"2","SL",70,"F",7,6.6,"0",0.151075306,0.058220943,9.285436264,NA,1,5,"7.5YR","7.5YR","4",4,"NE"
"IL2_10",5,10,"B","2",5,"2","2",4,"2","SL",70,"F",5,7.8,"2",0.144918306,0.053365269,9.155303766,NA,2,5,"7.5YR","7.5YR","4",4,"SL"
"IL2_10",10,72,"B2","2",6,"2","2",5,"2","SL",75,"F",7,8.2,"3",0.129567114,0.051883922,7.768319141,NA,3,62,"7.5YR","7.5YR","4",4,"ST"
"IL2_10",72,74,"CB","2",8,"2","2",6,"2","SL",70,"MIX",7,8.4,"3",0.151075306,0.058220943,9.285436264,NA,4,2,"7.5YR","7.5YR","3",4,"ST"
"IL2_10",74,74,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA
"IL3_1",0,6,"A","2",5,"2","2",3,"2","SiL",40,"F",5,7.6,"2",0.253328306,0.058631164,19.46971424,NA,1,6,"7.5YR","7.5YR","4",4,"SL"
"IL3_1",6,16,"B","3",5,"2","3",4,"2","SiL",40,"F",7,7.8,"2",0.251855662,0.062395066,18.94605953,NA,2,10,"5YR","5YR","4",4,"SL"
"IL3_1",16,34,"BC","3",6,"2","3",4,"2","SiL",40,"F",7,8.1,"3",0.251855662,0.062395066,18.94605953,NA,3,18,"5YR","5YR","4",4,"ST"
"IL3_1",34,34,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA
"IL3_2",0,5,"A","1",5,"2","1",3,"2","LS",75,"F",5,7.6,"0",0.121022648,0.046719307,7.430334021,NA,1,5,"10YR","10YR","4",4,"NE"
"IL3_2",5,130,"B","2",5,"3","2",4,"2","LS",80,"F",5,8.2,"4",0.093772599,0.042975928,5.079667113,NA,2,125,"7.5YR","7.5YR","6",4,"VE"
"IL3_2",130,181,"B2","2",6,"2","2",5,"2","LS",80,"F",5,8.4,"4",0.093772599,0.042975928,5.079667113,NA,3,51,"7.5YR","7.5YR","4",4,"VE"
"IL3_3",0,6,"A","2",6,"2","2",4,"2","SL",65,"VF",5,7.4,"0",0.16366872,0.059024459,10.46442617,NA,1,6,"7.5YR","7.5YR","4",4,"NE"
"IL3_3",6,30,"B","2",7,"2","2",5,"2","SL",75,"VF",5,8,"3",0.121022648,0.046719307,7.430334021,NA,2,24,"7.5YR","7.5YR","4",4,"ST"
"IL3_3",30,90,"B2","2",7,"2","2",5,"2","SL",75,"VF",7,8.2,"3",0.129567114,0.051883922,7.768319141,NA,3,60,"7.5YR","7.5YR","4",4,"ST"
"IL3_3",90,124,"B3","2",7,"3","2",5,"3","SL",70,"VF",7,8.4,"3",0.151075306,0.058220943,9.285436264,NA,4,34,"7.5YR","7.5YR","6",6,"ST"
"IL3_3",124,200,"B4","2",7,"3","2",5,"3","SL",60,"VF",5,8.4,"3",0.178911483,0.06204064,11.68708431,NA,5,76,"7.5YR","7.5YR","6",6,"ST"
"IL3_4",0,4,"A","2",5,"2","2",3,"2","SL",35,"F",12,6.6,"0",0.267460653,0.072419217,19.50414362,NA,1,4,"7.5YR","7.5YR","4",4,"NE"
"IL3_4",4,14,"A2","2",4,"3","2",3,"2","L",50,"F",12,6.6,"0",0.211303612,0.075450414,13.58531977,NA,2,10,"7.5YR","7.5YR","6",4,"NE"
"IL3_4",14,27,"A3","2",4,"3","2",3,"2","L",45,"F",12,6.6,"0",0.227717096,0.073739899,15.39771965,NA,3,13,"7.5YR","7.5YR","6",4,"NE"
"IL3_4",27,40,"AB","2",5,"2","2",4,"2","SL",70,"F",18,7.4,"2",0.190855946,0.08948603,10.13699161,NA,4,13,"7.5YR","7.5YR","4",4,"SL"
"IL3_4",40,52,"B","2",6,"2","2",4,"3","SL",70,"F",12,7.6,"4",0.167856754,0.071423555,9.643319988,NA,5,12,"7.5YR","7.5YR","4",6,"VE"
"IL3_4",52,86,"B2","2",6,"2","2",4,"2","L",50,"F",15,7.6,"4",0.213599127,0.082595004,13.10041224,NA,6,34,"7.5YR","7.5YR","4",4,"VE"
"IL3_4",86,100,"B3","2",6,"2","2",4,"3","SL",75,"F",18,7.6,"4",0.182026906,0.085063704,9.696320252,NA,7,14,"7.5YR","7.5YR","4",6,"VE"
"IL3_4",100,138,"C","2",6,"2","2",4,"3","SL",60,"F",15,8.2,"4",0.195908228,0.08454388,11.13643481,NA,8,38,"7.5YR","7.5YR","4",6,"VE"
"IL3_4",138,146,"Cr","2",6,"3","2",4,"3","SL",75,"MIX",10,8.2,"3",0.142929541,0.060082649,8.284689241,NA,9,8,"7.5YR","7.5YR","6",6,"ST"
"IL3_6",0,7,"A","2",5,"2","2",4,"2","SL",70,"F",7,7.6,"0",0.151075306,0.058220943,9.285436264,NA,1,7,"7.5YR","7.5YR","4",3,"NE"
"IL3_6",7,42,"B","2",5,"3","3",4,"2","SL",70,"F",7,8,"3",0.151075306,0.058220943,9.285436264,NA,2,35,"7.5YR","5YR","6",4,"ST"
"IL3_6",42,74,"Cr","3",7,"2","4",5,"2","SL",70,"F",7,8.3,"4",0.151075306,0.058220943,9.285436264,NA,3,32,"5YR","2.5YR","3",4,"VE"
"IL3_7",0,4,"A","2",5,"2","2",4,"2","SL",70,"F",7,7.4,"0",0.151075306,0.058220943,9.285436264,NA,1,4,"7.5YR","7.5YR","4",4,"NE"
"IL3_7",4,8,"B","2",5,"3","2",4,"2","SL",70,"F",7,8,"1",0.151075306,0.058220943,9.285436264,NA,2,4,"7.5YR","7.5YR","6",4,"VS"
"IL3_7",8,27,"Cr","3",5,"3","2",4,"2","SL",60,"F",7,8.1,"3",0.181338524,0.065918486,11.54200385,NA,3,19,"5YR","7.5YR","6",4,"ST"
"IL3_7",27,27,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA
"IL3_9",0,6,"A","2",6,"2","2",4,"2","LS",80,"F",7,7.8,"1",0.104209268,0.047858639,5.635062899,NA,1,6,"7.5YR","7.5YR","4",4,"VS"
"IL3_9",6,18,"BA","2",5,"3","2",4,"2","SL",70,"F",7,8.2,"2",0.151075306,0.058220943,9.285436264,NA,2,12,"7.5YR","7.5YR","6",4,"SL"
"IL3_9",18,57,"B","2",6,"3","2",5,"3","SL",70,"F",7,8.2,"3",0.151075306,0.058220943,9.285436264,NA,3,39,"7.5YR","7.5YR","6",6,"ST"
"IL3_9",57,85,"B2","2",7,"3","2",6,"3","SL",70,"F",7,8.2,"3",0.151075306,0.058220943,9.285436264,NA,4,28,"7.5YR","7.5YR","6",6,"ST"
"IL3_9",85,106,"Cr","1",8,"2","2",8,"3","LS",75,"CO",5,8.4,"4",0.121022648,0.046719307,7.430334021,NA,5,21,"10YR","7.5YR","3",6,"VE"
"IL3_9",106,106,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA
"IL3_10",0,7,"A","2",6,"2","2",4,"2","SL",55,"F",5,7,"2",0.193537487,0.062486104,13.10513826,NA,1,7,"7.5YR","7.5YR","4",3,"SL"
"IL3_10",7,58,"B","2",7,"2","2",5,"2","SL",70,"F",5,8.1,"2",0.144918306,0.053365269,9.155303766,NA,2,51,"7.5YR","7.5YR","4",4,"SL"
